507.52	785.03	27976	0	0	9
847.84	438.13	16746	26	1	5
447.92	282.94	16421	13	1	5
903.24	300.28	16220	28	1	5
665.65	817.92	16195	19	1	5
95.592	738.26	14538	1	1	5
508.23	788.07	13970	0	0	5
379.61	148.8	13871	9	1	5
491.34	127.9	13711	14	1	4
604.18	402.54	12956	17	1	4
1020.5	237.33	12203	0	0	4
661.41	298.82	11913	20	1	4
109.92	459.21	11623	2	1	4
427.23	374.85	11540	13	1	4
222.35	548.77	11471	5	1	4
948.31	184.84	11356	30	1	4
655.08	287.03	11173	20	1	4
432.82	540.52	11145	12	1	4
880.03	487.49	10701	0	0	3
1192.2	426.79	10066	40	1	3
1207.7	600.31	9673.8	41	1	3
1222.4	138.19	9293.8	39	1	3
597.03	389.57	9185.1	17	1	3
430.19	664.89	9151.1	11	1	3
557.47	383.01	9107.1	17	1	3
665.79	168.03	8750	22	1	3
127.86	955.1	8488.8	3	1	3
787.69	507.94	7967.1	0	0	3
402.59	921.25	7914.5	8	1	3
438.73	702.65	7620.6	11	1	2
997.96	580	7581.3	33	1	2
416.32	1007	7553.4	0	0	2
1251.4	320.85	6865.2	0	0	2
889.52	355.98	6653.3	28	1	2
237.54	360.38	6552.5	4	1	2
314.9	90.897	6522.6	6	1	2
1251.8	204.91	6503.1	39	1	2
878.32	486.35	6474.1	0	0	2
558.95	993	6473.3	0	0	2
756.49	590.22	6253.3	24	1	2
1322.3	915.22	6217.2	0	0	2
480.14	918.32	6216.8	0	0	2
241.87	396.36	6160.8	4	1	2
1013.4	783.29	6142.1	32	1	2
622.46	826.93	5923.3	19	1	2
809.67	572.52	5579.1	24	1	2
49.98	461.23	5575.2	2	1	2
427.47	289.53	5529	13	1	2
930.32	301.4	5433.2	28	1	2
377.21	382.25	5395.6	7	1	2
646.28	517.41	5229.5	21	1	2
784.61	961.66	5128.8	25	1	2
1119.4	860.2	5055.6	0	0	2
364.42	966.79	4965.9	8	1	2
502.07	736.62	4677.1	11	1	2
243.48	80.564	4648	6	1	2
509.59	494.25	4633.5	0	0	2
713.16	154.11	4579.1	22	0	1
88.532	696.9	4542.8	1	0	1
452	516	4534.3	12	0	1
291.88	129.34	4504.5	6	0	1
83.051	729.57	4502.3	1	0	1
1179.8	342.85	4421.1	38	0	1
103.69	746.44	4361.8	1	0	1
392.72	133.82	4296.3	0	0	1
875.83	486.09	4292.5	0	0	1
983.32	377.63	4268.2	0	0	1
472.39	626.06	4259.6	0	0	1
679.54	830.18	4197.8	19	0	1
604.15	867.42	4146.2	19	0	1
700.27	752.68	4140.6	23	0	1
612.33	847.18	4097.7	19	0	1
408.75	567.66	4094.9	12	0	1
783.41	556.5	4003.7	24	0	1
657.02	439.96	3984.2	21	0	1
402.75	958.28	3979.8	8	0	1
438.18	318.2	3960.4	13	0	1
138.22	315.81	3951.3	0	0	1
426.61	573.39	3943.8	12	0	1
1173.6	321.25	3912.9	38	0	1
331.21	915.98	3907	8	0	1
560.53	86.074	3873.8	15	0	1
44.273	952.55	3839.2	3	0	1
68.888	775.87	3834	1	0	1
60.275	433.96	3827.7	2	0	1
517.82	457.46	3821.4	0	0	1
1060.7	956.43	3819.5	0	0	1
452.55	701.21	3786.6	11	0	1
88.664	777	3784.9	1	0	1
434.02	692.06	3776.6	11	0	1
923.28	329.27	3771.6	28	0	1
178.68	359.22	3760.1	4	0	1
537.86	376.44	3726.6	17	0	1
1247.3	488.31	3724.8	40	0	1
1003	791.8	3710.6	32	0	1
404.62	959.5	3699.5	8	0	1
90.365	780.54	3671.6	1	0	1
1049.7	1010.8	3639.6	36	0	1
119.1	953.81	3637.7	3	0	1
415.26	1003.7	3598.3	0	0	1
399.8	186.4	3573	9	0	1
773.86	457.98	3559.5	26	0	1
211.28	551.28	3555.9	5	0	1
179.69	517.29	3552.1	5	0	1
63.946	728.71	3522.9	1	0	1
360.44	933.86	3518.7	8	0	1
1069.3	1025.7	3503.8	36	0	1
803.2	814.21	3467.5	27	0	1
778.73	568.62	3442.8	24	0	1
477.22	693.62	3434.4	11	0	1
540.57	249.22	3431.5	0	0	1
457.26	735.59	3429.7	11	0	1
458.39	753.13	3420.5	11	0	1
355.33	552.4	3396.9	0	0	1
75.768	692.05	3380.4	0	0	1
1190.6	317.68	3373.3	38	0	1
1258.8	777.72	3360.9	0	0	1
669.54	212.33	3358.6	0	0	1
600.74	239.85	3351.6	0	0	1
74.712	500.56	3327.4	2	0	1
813.25	586.02	3322.3	24	0	1
36.448	758.41	3310.3	1	0	1
1049.6	784.74	3304.5	32	0	1
1143	648.78	3302	0	0	1
878.47	822.28	3293.4	0	0	1
391.95	568.18	3287.5	0	0	1
1240.4	177.95	3275.8	39	0	1
414.71	949.82	3268.3	8	0	1
1118.8	979.42	3261.5	36	0	1
815.69	794.36	3260.3	27	0	1
666.39	283.35	3252.8	20	0	1
782.49	938.86	3237.3	25	0	1
758.89	193.85	3236	22	0	1
333.51	104.98	3213.4	6	0	1
984.04	201.76	3204.6	30	0	1
982.11	139.72	3197.5	30	0	1
199.59	370.15	3195.3	4	0	1
498.88	80.447	3158.5	15	0	1
330.72	88.798	3143.8	6	0	1
839.35	429.45	3130.6	26	0	1
194.65	389.85	3117.7	4	0	1
1037.5	514.03	3113.1	31	0	1
74.883	791.1	3111.8	1	0	1
928.41	849.03	3095.2	0	0	1
440.82	674	3089.7	11	0	1
629.52	419.92	3080	0	0	1
261.13	61.064	3072.2	6	0	1
741.94	214.96	3071.8	22	0	1
435.85	962.12	3071.5	8	0	1
50.812	442.11	3061.7	2	0	1
632.54	287.88	3056.5	20	0	1
471.62	311.79	3053.3	13	0	1
208.93	719.41	3016.4	0	0	1
287.56	658.43	3007.2	0	0	1
1078.9	1028.7	3007.2	36	0	1
922.67	664.28	2992.5	0	0	1
65.014	494.92	2980.9	2	0	1
1214.5	476.96	2972.6	40	0	1
922.05	310.46	2971.5	28	0	1
655.96	787.71	2965.5	0	0	1
1155.7	639.62	2926	0	0	1
1032	944.86	2921.4	0	0	1
421.5	952.45	2920.1	8	0	1
775.7	425.63	2911.2	26	0	1
677.15	857.67	2902	19	0	1
106.19	749.33	2898.8	1	0	1
910.17	354.12	2893.7	28	0	1
132.34	311.32	2893.1	0	0	1
931	226.18	2887.3	30	0	1
104.32	23.006	2886.5	0	0	1
1179	753.45	2882	0	0	1
658.83	306.1	2878.7	20	0	1
