387.91	933.13	2876.9	8	0	1
793.24	791.74	2822.3	27	0	1
679.14	447.33	2819.9	21	0	1
1095.6	15.921	2815.6	34	0	1
38.045	199.9	2808.4	0	0	1
1053.7	494.85	2808	0	0	1
994.78	174.6	2803.6	30	0	1
545.71	647.84	2801.5	0	0	1
119.1	16.031	2791.9	0	0	1
323.06	131.92	2781.3	6	0	1
1348.8	965.45	2773.3	0	0	1
439.64	556.66	2754.4	12	0	1
1136.9	984.19	2732.4	36	0	1
706.54	572	2716.9	0	0	1
599.46	841.66	2709.8	19	0	1
368.03	475	2703.8	0	0	1
270.73	79.314	2703.2	6	0	1
1359.6	800.48	2698.1	0	0	1
134.54	325.53	2685.1	0	0	1
1090.7	579.06	2676.7	33	0	1
765.03	288.03	2675.8	0	0	1
810.99	587.38	2674.8	24	0	1
1086.4	561.23	2673.9	0	0	1
1231.2	189.9	2670.6	39	0	1
632.11	790.12	2660.3	19	0	1
805.12	450.13	2657.8	26	0	1
1259.9	175.69	2630.4	0	0	1
100.67	903.98	2619.6	3	0	1
559.95	612.21	2617.8	16	0	1
992.48	854.34	2614.2	0	0	1
1243.2	638.95	2612.5	41	0	1
413.37	669.78	2599.9	11	0	1
689.93	102.59	2598.6	22	0	1
875.37	621.16	2597	0	0	1
745.46	849.41	2575.7	0	0	1
460.21	425.5	2571.3	0	0	1
633.93	478.11	2568.1	21	0	1
154.49	948.46	2549.4	3	0	1
485.32	706.31	2539	11	0	1
1279	569.26	2535.3	41	0	1
1207.5	460.73	2527.6	40	0	1
834.19	590.44	2524.3	0	0	1
284.19	62.139	2504	6	0	1
424.94	333.7	2501.1	13	0	1
757.02	197.38	2497.8	22	0	1
88.85	983.92	2496.9	3	0	1
731.7	594.73	2489.7	0	0	1
820.36	569.91	2486.4	0	0	1
510.11	701.7	2478.6	0	0	1
375.34	299.46	2421.8	0	0	1
204.66	280.11	2416.2	0	0	1
534	421.78	2407	17	0	1
947.62	189.59	2406.7	30	0	1
1313.8	423.36	2345.6	0	0	1
831.98	230.79	2341.7	0	0	1
1204.8	971.74	2297.3	0	0	1
896.15	933.69	2287.2	0	0	1
156.42	318.84	2283	4	0	1
534.55	288.84	2276	0	0	1
383.09	916.32	2263	8	0	1
527.15	682.05	2257.2	18	0	1
1248.6	210.45	2237.2	39	0	1
571.08	354.41	2219.4	17	0	1
865.43	436.69	2204.6	26	0	1
267.94	563.73	2198.1	5	0	1
966.11	427.33	2165.2	0	0	1
820.19	465.57	2160	26	0	1
1084.8	584.93	2155	33	0	1
1319.5	532.75	2138.3	0	0	1
849.83	947.31	2133.1	25	0	1
379.85	922.24	2129.9	8	0	1
1174.2	335.96	2111.6	38	0	1
1221.7	250.81	2091.5	39	0	1
255.86	121.93	2051.1	6	0	1
949.2	194.47	2009.3	30	0	1
1197.2	1020.1	1993.6	0	0	1
183.09	392.69	1968.1	4	0	1
855.96	457.4	1966.8	26	0	1
1257.6	736.32	1962.9	0	0	1
182.2	59.759	1957.8	0	0	1
445.9	653.88	1942.5	11	0	1
373.95	113.7	1930	0	0	1
586.87	773.55	1928.6	0	0	1
432.69	700.52	1887.9	11	0	1
1073.5	635.7	1874.8	33	0	1
902.14	365.32	1873.1	28	0	1
470.28	767.46	1867.9	0	0	1
1071.2	999.17	1847.4	36	0	1
867.93	303.31	1844.2	28	0	1
381.65	980.34	1834.6	8	0	1
215.58	320.35	1823.4	4	0	1
796.97	446.5	1815.7	26	0	1
690.64	300.43	1767.7	20	0	1
615.15	456.79	1763.5	17	0	1
514.3	854.6	1757.3	0	0	1
48.278	525.33	1725.2	0	0	1
48.749	821.57	1719.3	0	0	1
799.6	960.69	1675.3	25	0	1
551.89	25.455	1668.8	0	0	1
128.34	20.325	1665.1	0	0	1
407.05	916.84	1606.7	8	0	1
1225.1	611.54	1546	41	0	1
1374.5	923.34	1541.3	0	0	1
1155	703.22	1538.1	37	0	1
310.88	161.73	1530	0	0	0
543.36	120.15	1464.9	15	0	0
1251.4	158.72	1459.8	39	0	0
107.71	951.23	1441.3	3	0	0
788.72	363.39	1438.2	0	0	0
858.24	333.57	1392.9	28	0	0
854.8	278.14	1375.5	0	0	0
869.22	280.5	1333.8	28	0	0
1127.4	867.87	1310.5	0	0	0
255.5	615.16	1275.5	0	0	0
1148.9	345.14	1233.9	38	0	0
269.89	1003.9	1183.8	0	0	0
421.96	137.64	1180.6	0	0	0
869.14	355.08	1178.2	28	0	0
1303.4	415.41	1173.7	0	0	0
418.58	172.48	1144.3	9	0	0
783.65	919.34	1085.2	25	0	0
502.14	366.8	1025.8	0	0	0
448.42	670.49	911.95	11	0	0
435.12	294.95	656.44	13	0	0
